taxon_oid	gene_oid	contig	start	end	strand	Hotspot	COG	score	TypeScore	Anchor	Count	iacFlavor	varioFlavor	Classification	Phylum	Class	Order	Family	GeneralGenus	Genus	Species	Representative	direction	Name
2643221508	ctg5_34	Ga0102008_10005	37523	38365	-	HS3278PADB	COG3745	173.6	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_35	Ga0102008_10005	38408	38992	-	HS3278PADB	COG4960	104.9	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_36	Ga0102008_10005	39003	39149	-	HS3278PADB	COG3847	21.3	ScoreUnder50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_37	Ga0102008_10005	39408	40115	-	HS3278PADB	COG3347	103.2	ScoreOver50	NA	1	COG3347	COG3347	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	e
2643221508	ctg5_38	Ga0102008_10005	40410	40820	-	HS3278PADB	NA	NA	NA	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_39	Ga0102008_10005	40855	41196	+	HS3278PADB	NA	NA	NA	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	1	NA
2643221508	ctg5_40	Ga0102008_10005	41203	41661	-	HS3278PADB	COG0824	62.3	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_41	Ga0102008_10005	41661	42188	-	HS3278PADB	COG1846	57.1	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	t
2643221508	ctg5_42	Ga0102008_10005	42188	42964	-	HS3278PADB	COG3347	136.2	ScoreOver50	NA	1	COG3347	COG3347	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	e
2643221508	ctg5_43	Ga0102008_10005	43017	43778	-	HS3278PADB	COG3347	148.1	ScoreOver50	NA	1	COG3347	COG3347	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	e
2643221508	ctg5_44	Ga0102008_10005	43775	45382	-	HS3278PADB	COG0318	279.3	ScoreOver50	NA	1	NA	COG0318	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	n
2643221508	ctg5_45	Ga0102008_10005	45372	46103	-	HS3278PADB	COG0410	307.3	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_46	Ga0102008_10005	46186	47973	-	HS3278PADB	COG0411	326.5	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	o
2643221508	ctg5_47	Ga0102008_10005	47970	49025	-	HS3278PADB	COG0559	192.6	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	s
2643221508	ctg5_48	Ga0102008_10005	49069	50232	-	HS3278PADB	COG0683	160.9	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	r
2643221508	ctg5_49	Ga0102008_10005	50276	50743	-	HS3278PADB	COG5517	135.3	ScoreOver50	COG5517	1	COG5517	COG5517	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	d
2643221508	ctg5_50	Ga0102008_10005	50740	52065	-	HS3278PADB	COG4638	189.8	ScoreOver50	COG4638	1	COG4638	COG4638	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	c
2643221508	ctg5_51	Ga0102008_10005	52102	53247	-	HS3278PADB	COG0683	164.4	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	r
2643221508	ctg5_52	Ga0102008_10005	53581	54747	-	HS3278PADB	COG0683	160.1	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	r
2643221508	ctg5_53	Ga0102008_10005	54801	55523	-	HS3278PADB	COG3347	105	ScoreOver50	NA	1	COG3347	COG3347	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	e
2643221508	ctg5_54	Ga0102008_10005	55669	56481	-	HS3278PADB	COG1878	189.7	ScoreOver50	NA	1	NA	COG1878	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	l
2643221508	ctg5_55	Ga0102008_10005	56499	57752	-	HS3278PADB	COG3967	92.1	ScoreOver50	NA	1	NA	COG3967	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_56	Ga0102008_10005	57749	58921	-	HS3278PADB	COG0183	151.9	ScoreOver50	NA	1	NA	COG0183	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	m
2643221508	ctg5_57	Ga0102008_10005	58918	60477	-	HS3278PADB	COG0318	275.6	ScoreOver50	NA	1	NA	COG0318	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	n
2643221508	ctg5_58	Ga0102008_10005	60551	61039	-	HS3278PADB	COG5517	125.3	ScoreOver50	COG5517	1	COG5517	COG5517	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	d
2643221508	ctg5_59	Ga0102008_10005	61039	62352	-	HS3278PADB	COG4638	200.8	ScoreOver50	COG4638	1	COG4638	COG4638	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	c
2643221508	ctg5_60	Ga0102008_10005	62372	63364	-	HS3278PADB	COG1018	208.8	ScoreOver50	NA	1	COG1018	COG1018	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	f
2643221508	ctg5_61	Ga0102008_10005	63383	64891	-	HS3278PADB	COG1014	117.8	ScoreOver50	NA	1	NA	COG1014	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	j
2643221508	ctg5_62	Ga0102008_10005	64896	67088	-	HS3278PADB	COG4231	183.6	ScoreOver50	NA	1	NA	COG4231	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	k
2643221508	ctg5_63	Ga0102008_10005	67248	67724	+	HS3278PADB	COG1846	63	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	1	t
2643221508	ctg5_64	Ga0102008_10005	67755	68633	-	HS3278PADB	COG1064	118.4	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_65	Ga0102008_10005	68630	69433	-	HS3278PADB	COG0596	102.7	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_66	Ga0102008_10005	69430	70437	-	HS3278PADB	COG1250	266.6	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_67	Ga0102008_10005	70427	71500	-	HS3278PADB	COG0240	79.4	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_68	Ga0102008_10005	71716	73638	-	HS3278PADB	COG0513	457.2	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_69	Ga0102008_10005	73872	74468	-	HS3278PADB	COG1949	283.2	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_70	Ga0102008_10005	74527	75792	+	HS3278PADB	COG0501	124.7	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	1	NA
2643221508	ctg5_71	Ga0102008_10005	75821	76168	+	HS3278PADB	COG2154	89.4	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	1	NA
2643221508	ctg5_72	Ga0102008_10005	76184	77140	+	HS3278PADB	COG1162	261.6	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	1	NA
2643221508	ctg5_73	Ga0102008_10005	77134	78222	-	HS3278PADB	COG0079	308.4	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_74	Ga0102008_10005	78236	79237	-	HS3278PADB	COG1270	217.8	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_75	Ga0102008_10005	79286	80005	-	HS3278PADB	COG0494	48.5	ScoreUnder50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_76	Ga0102008_10005	80165	80548	-	HS3278PADB	COG0335	165.2	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_77	Ga0102008_10005	80642	81388	-	HS3278PADB	COG0336	311.6	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_78	Ga0102008_10005	81405	81959	-	HS3278PADB	COG0806	162.2	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
2643221508	ctg5_79	Ga0102008_10005	81976	82239	-	HS3278PADB	COG0228	114.1	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax	Variovorax paradoxus CL14	Yes	-1	NA
GCF_000011965.2	ctg1_1445	NC_003911.12	1501650	1502867	+	HS17Reps	COG2270	85	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	1	NA
GCF_000011965.2	ctg1_1446	NC_003911.12	1502902	1504194	-	HS17Reps	COG2873	622.9	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	-1	NA
GCF_000011965.2	ctg1_1447	NC_003911.12	1504400	1504798	-	HS17Reps	COG0607	65.4	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	-1	NA
GCF_000011965.2	ctg1_1448	NC_003911.12	1504913	1505959	+	HS17Reps	COG0667	258.3	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	1	NA
GCF_000011965.2	ctg1_1449	NC_003911.12	1506042	1507031	-	HS17Reps	COG4977	160.2	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	-1	NA
GCF_000011965.2	ctg1_1450	NC_003911.12	1507162	1508079	+	HS17Reps	COG3246	289.8	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	1	NA
GCF_000011965.2	ctg1_1451	NC_003911.12	1508172	1509635	+	HS17Reps	COG1250	201.5	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	1	NA
GCF_000011965.2	ctg1_1452	NC_003911.12	1509632	1510393	+	HS17Reps	COG3347	162.7	ScoreOver50	NA	1	COG3347	COG3347	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	1	e
GCF_000011965.2	ctg1_1453	NC_003911.12	1510500	1510682	-	HS17Reps	NA	NA	NA	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	-1	NA
GCF_000011965.2	ctg1_1454	NC_003911.12	1510770	1511621	-	HS17Reps	COG1476	31.7	ScoreUnder50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	-1	NA
GCF_000011965.2	ctg1_1455	NC_003911.12	1511738	1511941	+	HS17Reps	COG3205	59.3	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	1	NA
GCF_000011965.2	ctg1_1456	NC_003911.12	1511934	1512836	+	HS17Reps	COG3239	113.8	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	1	NA
GCF_000011965.2	ctg1_1457	NC_003911.12	1512857	1513759	+	HS17Reps	COG0697	35.8	ScoreUnder50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	1	NA
GCF_000011965.2	ctg1_1458	NC_003911.12	1513974	1515389	-	HS17Reps	COG0513	527.3	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	-1	NA
GCF_000011965.2	ctg1_1459	NC_003911.12	1515580	1516512	-	HS17Reps	NA	NA	NA	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	-1	NA
GCF_000011965.2	ctg1_1460	NC_003911.12	1516570	1517292	-	HS17Reps	COG3347	84.8	ScoreOver50	NA	1	COG3347	COG3347	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	-1	e
GCF_000011965.2	ctg1_1461	NC_003911.12	1517289	1518065	-	HS17Reps	COG1878	190	ScoreOver50	NA	1	NA	COG1878	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	-1	l
GCF_000011965.2	ctg1_1462	NC_003911.12	1518062	1519318	-	HS17Reps	COG1545	83.1	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	-1	NA
GCF_000011965.2	ctg1_1463	NC_003911.12	1519315	1520490	-	HS17Reps	COG0183	148.9	ScoreOver50	NA	1	NA	COG0183	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	-1	m
GCF_000011965.2	ctg1_1464	NC_003911.12	1520490	1522103	-	HS17Reps	COG0318	280.4	ScoreOver50	NA	1	NA	COG0318	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	-1	n
GCF_000011965.2	ctg1_1465	NC_003911.12	1522100	1522576	-	HS17Reps	COG5517	125.8	ScoreOver50	COG5517	1	COG5517	COG5517	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	-1	d
GCF_000011965.2	ctg1_1466	NC_003911.12	1522594	1523919	-	HS17Reps	COG4638	185.2	ScoreOver50	COG4638	1	COG4638	COG4638	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	-1	c
GCF_000011965.2	ctg1_1467	NC_003911.12	1523931	1524857	-	HS17Reps	COG1018	212.7	ScoreOver50	NA	1	COG1018	COG1018	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	-1	f
GCF_000011965.2	ctg1_1468	NC_003911.12	1524925	1525383	+	HS17Reps	COG1846	61	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	1	t
GCF_000011965.2	ctg1_1469	NC_003911.12	1525497	1526513	+	HS17Reps	COG1638	149.9	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	1	NA
GCF_000011965.2	ctg1_1470	NC_003911.12	1526567	1527064	+	HS17Reps	COG3090	66	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	1	NA
GCF_000011965.2	ctg1_1471	NC_003911.12	1527061	1528374	+	HS17Reps	COG1593	430.2	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	1	NA
GCF_000011965.2	ctg1_1472	NC_003911.12	1528377	1528808	-	HS17Reps	COG0824	68.1	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	-1	NA
GCF_000011965.2	ctg1_1473	NC_003911.12	1528987	1529466	+	HS17Reps	COG1846	60	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	1	t
GCF_000011965.2	ctg1_1474	NC_003911.12	1529474	1531621	+	HS17Reps	COG4231	182.5	ScoreOver50	NA	1	NA	COG4231	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	1	k
GCF_000011965.2	ctg1_1475	NC_003911.12	1531618	1533171	+	HS17Reps	COG1014	122.1	ScoreOver50	NA	1	NA	COG1014	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	1	j
GCF_000011965.2	ctg1_1476	NC_003911.12	1533272	1534045	+	HS17Reps	COG4126	141.4	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	1	NA
GCF_000011965.2	ctg1_1477	NC_003911.12	1534211	1535335	+	HS17Reps	COG2885	120.9	ScoreOver50	NA	1	NA	NA	Vario putatively conserved	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria	Ruegeria pomeroyi DSS-3	Yes	1	NA
